2025-11-13 14:45:02.709 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:52 - 使用数据库文件路径: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.719 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:122 - 表 s_xhs_video_data_overview_bottom_ocr 前3行数据示例: [('1894230222988058625', '172.25.1.41', '1944609540455948358', '这个嘎子姐的星星卡点太美萌了', 'http://xhslink.com/o/9lIlKBscMet', 20251112, '视频', '3', '0', '1', '0', '0')]
2025-11-13 14:45:02.719 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:135 - 开始进行 related 类型的数据融合，关联键: 账号ID, 设备IP, 采集日期, 链接
2025-11-13 14:45:02.719 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:136 - 融合后的表结构包含 19 列: ['作品标题', '收藏数', '采集日期', '平均观看时长', '涨粉数', '数据来源', '评论数', '链接', '观看数', '点赞数', '封面点击率', '账号ID', '分享数', '2秒退出率', '曝光数', '完播率', '设备IP', '弹幕数', '内容类型']
2025-11-13 14:45:02.719 | INFO     | db.merge_sync:merge_table_data_related:237 - 关联融合完成，共关联 1 个项目（具有来自多个表的数据）
2025-11-13 14:45:02.719 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:140 - 使用关联融合方式处理数据，融合后共有 1 行数据
2025-11-13 14:45:02.719 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:147 - 融合后前3行数据示例: [['这个嘎子姐的星星卡点太美萌了', '1', 20251112, '5.2', '0', '1894230222988058625', '0', 'http://xhslink.com/o/9lIlKBscMet', '59', '3', '10.4%', '1944609540455948358', '0', '49%', '279', '16.3%', '172.25.1.41', '0', '视频']]
2025-11-13 14:45:02.720 | DEBUG    | db.merge_sync:sync_to_local_sqlite:371 - 连接到SQLite数据库: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.723 | DEBUG    | db.merge_sync:sync_to_local_sqlite:381 - 表 s_xhs_video_data_overview_ocr 是否存在: True
2025-11-13 14:45:02.723 | INFO     | db.merge_sync:sync_to_local_sqlite:389 - 表 s_xhs_video_data_overview_ocr 已存在，检查是否需要新增字段...
2025-11-13 14:45:02.723 | DEBUG    | db.merge_sync:sync_to_local_sqlite:414 - 使用唯一键约束字段: "账号ID", "设备IP", "采集日期", "链接"
2025-11-13 14:45:02.723 | DEBUG    | db.merge_sync:sync_to_local_sqlite:427 - SQLite插入SQL:

                        INSERT OR IGNORE INTO s_xhs_video_data_overview_ocr ("作品标题", "收藏数", "采集日期", "平均观看时长", "涨粉数", "数据来源", "评论数", "链接", "观看数", "点赞数", "封面点击率", "账号ID", "分享数", "2秒退出率", "曝光数", "完播率", "设备IP", "弹幕数", "内容类型")
                        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
                    
2025-11-13 14:45:02.724 | DEBUG    | db.merge_sync:sync_to_local_sqlite:439 - 准备插入 1 行数据
2025-11-13 14:45:02.724 | DEBUG    | db.merge_sync:sync_to_local_sqlite:443 - SQL语句影响的行数: 0
2025-11-13 14:45:02.749 | INFO     | db.merge_sync:sync_to_local_sqlite:447 - 成功同步 1 条记录到本地SQLite数据库，表名: s_xhs_video_data_overview_ocr
2025-11-13 14:45:02.749 | DEBUG    | db.merge_sync:sync_to_local_sqlite:452 - 验证: 表 s_xhs_video_data_overview_ocr 中现有 1 行数据
2025-11-13 14:45:02.749 | DEBUG    | db.merge_sync:sync_to_local_sqlite:458 - 表 s_xhs_video_data_overview_ocr 数据示例: [(1, '视频', '3', '1', '20251112', 'http://xhslink.com/o/9lIlKBscMet', '16.3%', '0', '0', '这个嘎子姐的星星卡点太美萌了', '5.2', '0', '10.4%', '1944609540455948358', '0', '279', '1894230222988058625', '59', '172.25.1.41', '49%')]
2025-11-13 14:45:02.750 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:171 - 融合数据已保存到本地SQLite数据库，表名: s_xhs_video_data_overview_ocr，融合类型: related
2025-11-13 14:45:02.751 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:52 - 使用数据库文件路径: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.752 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:69 - 数据库中已存在的表: ['s_xhs_note_data_overview_ocr', 's_xhs_note_traffic_analysis_ocr', 's_xhs_user_info_ocr', 's_xhs_video_data_overview_bottom_ocr', 's_xhs_video_data_overview_top_ocr', 's_xhs_video_traffic_analysis_ocr', 's_xhs_video_data_overview_ocr', 'sqlite_sequence', 's_xhs_traffic_analysis_ocr']
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:92 - 执行查询: SELECT * FROM s_xhs_note_data_overview_ocr WHERE 采集日期 >= ? 参数: 20251110
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:100 - 查询结果行数: 2
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:104 - 列名: ['数据来源', '设备IP', '账号ID', '作品标题', '链接', '采集日期', '内容类型', '曝光数', '观看数', '封面点击率', '平均观看时长', '涨粉数', '点赞数', '评论数', '收藏数', '分享数']
2025-11-13 14:45:02.753 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:118 - 表 s_xhs_note_data_overview_ocr 查询到 2 行数据
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:122 - 表 s_xhs_note_data_overview_ocr 前3行数据示例: [('1894230222988058625', '172.25.1.41', '1944609540455948358', '嘎子姐换脚教程来啦', 'http://xhslink.com/o/8sOLOcSMMhF', 20251112, '图文', '1543', '314', '19.3%', '15.6', '0', '4', '2', '0', '0'), ('1894230222988058625', '172.25.1.41', '1944609540455948358', '嘎子姐的改装脚测评', 'http://xhslink.com/o/2szuAHmkUXy', 20251112, '图文', '3631', '723', '19.9%', '24.1', '0', '11', '9', '4', '2')]
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:92 - 执行查询: SELECT * FROM s_xhs_video_data_overview_ocr WHERE 采集日期 >= ? 参数: 20251110
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:100 - 查询结果行数: 1
2025-11-13 14:45:02.753 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:104 - 列名: ['id', '内容类型', '点赞数', '收藏数', '采集日期', '链接', '完播率', '涨粉数', '评论数', '作品标题', '平均观看时长', '弹幕数', '封面点击率', '账号ID', '分享数', '曝光数', '数据来源', '观看数', '设备IP', '2秒退出率']
2025-11-13 14:45:02.753 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:118 - 表 s_xhs_video_data_overview_ocr 查询到 1 行数据
2025-11-13 14:45:02.754 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:122 - 表 s_xhs_video_data_overview_ocr 前3行数据示例: [(1, '视频', '3', '1', '20251112', 'http://xhslink.com/o/9lIlKBscMet', '16.3%', '0', '0', '这个嘎子姐的星星卡点太美萌了', '5.2', '0', '10.4%', '1944609540455948358', '0', '279', '1894230222988058625', '59', '172.25.1.41', '49%')]
2025-11-13 14:45:02.754 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:135 - 开始进行 unrelated 类型的数据融合，关联键: 账号ID, 设备IP, 采集日期, 链接
2025-11-13 14:45:02.754 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:136 - 融合后的表结构包含 20 列: ['作品标题', '收藏数', '采集日期', '平均观看时长', '涨粉数', '数据来源', 'id', '评论数', '链接', '观看数', '点赞数', '封面点击率', '账号ID', '分享数', '2秒退出率', '曝光数', '完播率', '设备IP', '弹幕数', '内容类型']
2025-11-13 14:45:02.754 | INFO     | db.merge_sync:merge_table_data_unrelated:266 - 非关联融合完成，共处理 3 行数据，其中包括所有原始数据行（即使无关联）
2025-11-13 14:45:02.754 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:143 - 使用非关联融合方式处理数据，融合后共有 3 行数据
2025-11-13 14:45:02.755 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:147 - 融合后前3行数据示例: [['嘎子姐换脚教程来啦', '0', 20251112, '15.6', '0', '1894230222988058625', '', '2', 'http://xhslink.com/o/8sOLOcSMMhF', '314', '4', '19.3%', '1944609540455948358', '0', '', '1543', '', '172.25.1.41', '', '图文'], ['嘎子姐的改装脚测评', '4', 20251112, '24.1', '0', '1894230222988058625', '', '9', 'http://xhslink.com/o/2szuAHmkUXy', '723', '11', '19.9%', '1944609540455948358', '2', '', '3631', '', '172.25.1.41', '', '图文'], ['这个嘎子姐的星星卡点太美萌了', '1', '20251112', '5.2', '0', '1894230222988058625', 1, '0', 'http://xhslink.com/o/9lIlKBscMet', '59', '3', '10.4%', '1944609540455948358', '0', '49%', '279', '16.3%', '172.25.1.41', '0', '视频']]
2025-11-13 14:45:02.756 | DEBUG    | db.merge_sync:sync_to_local_sqlite:371 - 连接到SQLite数据库: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.757 | DEBUG    | db.merge_sync:sync_to_local_sqlite:381 - 表 s_xhs_data_overview_ocr 是否存在: False
2025-11-13 14:45:02.757 | INFO     | db.merge_sync:sync_to_local_sqlite:385 - 表 s_xhs_data_overview_ocr 不存在，正在创建...
2025-11-13 14:45:02.757 | DEBUG    | db.merge_sync:create_table_if_not_exists_sqlite:557 - SQLite创建表SQL: 
    CREATE TABLE s_xhs_data_overview_ocr (
        "id" INTEGER PRIMARY KEY AUTOINCREMENT, "作品标题" TEXT, "收藏数" TEXT, "采集日期" TEXT, "平均观看时长" TEXT, "涨粉数" TEXT, "数据来源" TEXT, "id" TEXT, "评论数" TEXT, "链接" TEXT, "观看数" TEXT, "点赞数" TEXT, "封面点击率" TEXT, "账号ID" TEXT, "分享数" TEXT, "2秒退出率" TEXT, "曝光数" TEXT, "完播率" TEXT, "设备IP" TEXT, "弹幕数" TEXT, "内容类型" TEXT
        , UNIQUE ("账号ID", "设备IP", "采集日期", "链接")
    )
    
2025-11-13 14:45:02.757 | ERROR    | db.merge_sync:sync_to_local_sqlite:464 - 同步到本地SQLite数据库时出错: duplicate column name: id
2025-11-13 14:45:02.758 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:171 - 融合数据已保存到本地SQLite数据库，表名: s_xhs_data_overview_ocr，融合类型: unrelated
2025-11-13 14:45:02.758 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:52 - 使用数据库文件路径: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.759 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:69 - 数据库中已存在的表: ['s_xhs_note_data_overview_ocr', 's_xhs_note_traffic_analysis_ocr', 's_xhs_user_info_ocr', 's_xhs_video_data_overview_bottom_ocr', 's_xhs_video_data_overview_top_ocr', 's_xhs_video_traffic_analysis_ocr', 's_xhs_video_data_overview_ocr', 'sqlite_sequence', 's_xhs_traffic_analysis_ocr']
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:92 - 执行查询: SELECT * FROM s_xhs_note_traffic_analysis_ocr WHERE 采集日期 >= ? 参数: 20251110
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:100 - 查询结果行数: 1
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:104 - 列名: ['数据来源', '设备IP', '账号ID', '作品标题', '链接', '采集日期', '内容类型', '观看来源-首页推荐', '观看来源-搜索', '观看来源-关注页面', '观看来源-其他来源', '观看转化率', '观看互动率', '曝光数', '观看数', '占总曝光', '占总观看', '平均观看时长', '点赞数', '评论数', '收藏数']
2025-11-13 14:45:02.760 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:118 - 表 s_xhs_note_traffic_analysis_ocr 查询到 1 行数据
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:122 - 表 s_xhs_note_traffic_analysis_ocr 前3行数据示例: [('1894230222988058625', '172.25.1.41', '1944609540455948358', '嘎子姐换脚教程来啦', 'http://xhslink.com/o/8sOLOcSMMhF', 20251112, '图文', '6.6%', '3.3%', '2%', '15.7%', '14.6%', '1.8%', '752', '110', '80.3%', '72.4%', '9.3', '2', '0', '0')]
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:92 - 执行查询: SELECT * FROM s_xhs_video_traffic_analysis_ocr WHERE 采集日期 >= ? 参数: 20251110
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:100 - 查询结果行数: 1
2025-11-13 14:45:02.760 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:104 - 列名: ['数据来源', '设备IP', '账号ID', '作品标题', '链接', '采集日期', '内容类型', '观看来源-搜索', '观看来源-首页推荐', '观看来源-视频推荐', '观看来源-关注页面', '观看来源-个人主页', '观看来源-其他来源', '观看转化率', '观看互动率', '曝光数', '观看数', '占总曝光', '占总观看', '平均观看时长', '点赞数', '评论数', '收藏数']
2025-11-13 14:45:02.761 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:118 - 表 s_xhs_video_traffic_analysis_ocr 查询到 1 行数据
2025-11-13 14:45:02.761 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:122 - 表 s_xhs_video_traffic_analysis_ocr 前3行数据示例: [('1894230222988058625', '172.25.1.41', '1944609540455948358', '这个嘎子姐的星星卡点太美萌了', 'http://xhslink.com/o/9lIlKBscMet', 20251112, '视频', '30.9%', '29.2%', '15.8%', '13.9%', '2.8%', '7.4%', '25%', '1%', '1194', '299', '37.3%', '30.9%', '16.7', '2', '1', '0')]
2025-11-13 14:45:02.761 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:135 - 开始进行 unrelated 类型的数据融合，关联键: 账号ID, 设备IP, 采集日期, 链接
2025-11-13 14:45:02.761 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:136 - 融合后的表结构包含 23 列: ['观看来源-首页推荐', '作品标题', '收藏数', '观看来源-搜索', '采集日期', '平均观看时长', '观看来源-关注页面', '数据来源', '评论数', '链接', '观看互动率', '观看数', '观看来源-视频推荐', '点赞数', '账号ID', '占总观看', '占总曝光', '曝光数', '观看转化率', '设备IP', '观看来源-其他来源', '观看来源-个人主页', '内容类型']
2025-11-13 14:45:02.761 | INFO     | db.merge_sync:merge_table_data_unrelated:266 - 非关联融合完成，共处理 2 行数据，其中包括所有原始数据行（即使无关联）
2025-11-13 14:45:02.761 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:143 - 使用非关联融合方式处理数据，融合后共有 2 行数据
2025-11-13 14:45:02.762 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:147 - 融合后前3行数据示例: [['6.6%', '嘎子姐换脚教程来啦', '0', '3.3%', 20251112, '9.3', '2%', '1894230222988058625', '0', 'http://xhslink.com/o/8sOLOcSMMhF', '1.8%', '110', '', '2', '1944609540455948358', '72.4%', '80.3%', '752', '14.6%', '172.25.1.41', '15.7%', '', '图文'], ['29.2%', '这个嘎子姐的星星卡点太美萌了', '0', '30.9%', 20251112, '16.7', '13.9%', '1894230222988058625', '1', 'http://xhslink.com/o/9lIlKBscMet', '1%', '299', '15.8%', '2', '1944609540455948358', '30.9%', '37.3%', '1194', '25%', '172.25.1.41', '7.4%', '2.8%', '视频']]
2025-11-13 14:45:02.762 | DEBUG    | db.merge_sync:sync_to_local_sqlite:371 - 连接到SQLite数据库: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.763 | DEBUG    | db.merge_sync:sync_to_local_sqlite:381 - 表 s_xhs_traffic_analysis_ocr 是否存在: True
2025-11-13 14:45:02.764 | INFO     | db.merge_sync:sync_to_local_sqlite:389 - 表 s_xhs_traffic_analysis_ocr 已存在，检查是否需要新增字段...
2025-11-13 14:45:02.764 | DEBUG    | db.merge_sync:sync_to_local_sqlite:414 - 使用唯一键约束字段: "账号ID", "设备IP", "采集日期", "链接"
2025-11-13 14:45:02.764 | DEBUG    | db.merge_sync:sync_to_local_sqlite:427 - SQLite插入SQL:

                        INSERT OR IGNORE INTO s_xhs_traffic_analysis_ocr ("观看来源-首页推荐", "作品标题", "收藏数", "观看来源-搜索", "采集日期", "平均观看时长", "观看来源-关注页面", "数据来源", "评论数", "链接", "观看互动率", "观看数", "观看来源-视频推荐", "点赞数", "账号ID", "占总观看", "占总曝光", "曝光数", "观看转化率", "设备IP", "观看来源-其他来源", "观看来源-个人主页", "内容类型")
                        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
                    
2025-11-13 14:45:02.765 | DEBUG    | db.merge_sync:sync_to_local_sqlite:439 - 准备插入 2 行数据
2025-11-13 14:45:02.766 | DEBUG    | db.merge_sync:sync_to_local_sqlite:443 - SQL语句影响的行数: 0
2025-11-13 14:45:02.776 | INFO     | db.merge_sync:sync_to_local_sqlite:447 - 成功同步 2 条记录到本地SQLite数据库，表名: s_xhs_traffic_analysis_ocr
2025-11-13 14:45:02.778 | DEBUG    | db.merge_sync:sync_to_local_sqlite:452 - 验证: 表 s_xhs_traffic_analysis_ocr 中现有 2 行数据
2025-11-13 14:45:02.779 | DEBUG    | db.merge_sync:sync_to_local_sqlite:458 - 表 s_xhs_traffic_analysis_ocr 数据示例: [(1, '2%', '图文', '1.8%', '6.6%', '14.6%', '2', '0', '20251112', '3.3%', '15.7%', 'http://xhslink.com/o/8sOLOcSMMhF', '80.3%', '72.4%', '0', '嘎子姐换脚教程来啦', '', '9.3', '', '1944609540455948358', '752', '1894230222988058625', '110', '172.25.1.41'), (2, '13.9%', '视频', '1%', '29.2%', '25%', '2', '0', '20251112', '30.9%', '7.4%', 'http://xhslink.com/o/9lIlKBscMet', '37.3%', '30.9%', '1', '这个嘎子姐的星星卡点太美萌了', '15.8%', '16.7', '2.8%', '1944609540455948358', '1194', '1894230222988058625', '299', '172.25.1.41')]
2025-11-13 14:45:02.779 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:171 - 融合数据已保存到本地SQLite数据库，表名: s_xhs_traffic_analysis_ocr，融合类型: unrelated
2025-11-13 14:45:02.780 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:52 - 使用数据库文件路径: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 14:45:02.782 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:69 - 数据库中已存在的表: ['s_xhs_note_data_overview_ocr', 's_xhs_note_traffic_analysis_ocr', 's_xhs_user_info_ocr', 's_xhs_video_data_overview_bottom_ocr', 's_xhs_video_data_overview_top_ocr', 's_xhs_video_traffic_analysis_ocr', 's_xhs_video_data_overview_ocr', 'sqlite_sequence', 's_xhs_traffic_analysis_ocr']
2025-11-13 14:45:02.782 | WARNING  | db.merge_sync:sync_explore_data_merge_to_remote:75 - 表 s_xhs_data_overview_ocr 不存在，中止融合同步
